City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nadym,65.5333,72.5167,14.86,71,0,5.1,RU,1691444874
365,sarangani,5.4033,125.4636,27.78,77,71,6.03,PH,1691444874
366,eskisehir,39.7767,30.5206,21.93,73,0,4.12,TR,1691444874
367,wynyard,-41.0,145.7167,7.22,82,12,2.4,AU,1691444875
368,queenstown,-31.8976,26.8753,12.77,35,0,2.78,ZA,1691444875
369,hun,29.1268,15.9477,26.7,40,2,4.84,LY,1691444875
370,qui nhon,13.7667,109.2333,26.61,78,22,2.76,VN,1691444875
371,faranah,10.0404,-10.7434,21.8,98,100,1.71,GN,1691444875
372,newmarket,44.0501,-79.4663,24.74,77,100,4.6,CA,1691444875
373,aydarken,39.9443,71.3429,14.98,56,14,3.41,KG,1691444875
374,alta,69.9689,23.2717,16.59,88,75,0.51,NO,1691444876
375,selfoss,63.9331,-20.9971,11.69,85,77,3.16,IS,1691444876
376,geraldton,-28.7667,114.6,17.23,88,92,5.14,AU,1691444876
377,hadibu,12.65,54.0333,25.71,81,46,8.76,YE,1691444876
378,dunedin,-45.8742,170.5036,6.0,72,100,4.47,NZ,1691444811
379,arraial do cabo,-22.9661,-42.0278,21.98,83,0,3.6,BR,1691444876
380,badger,64.8,-147.5333,21.74,67,100,4.63,US,1691444876
381,sur,22.5667,59.5289,30.86,58,3,4.72,OM,1691444877
382,saint-francois,46.4154,3.9054,13.71,77,0,0.0,FR,1691444877
383,saint-memmie,48.9525,4.3841,15.55,87,100,2.17,FR,1691444877
384,dwarka,22.2394,68.9678,27.1,84,99,10.62,IN,1691444877
385,baganga,7.5739,126.56,26.06,77,99,1.98,PH,1691444877
386,tura,25.5198,90.2201,23.52,99,100,0.69,IN,1691444877
387,kailua-kona,19.6406,-155.9956,30.98,62,20,5.66,US,1691444877
388,doaba,33.4244,70.7364,26.19,65,4,1.74,PK,1691444878
389,nantucket,41.2835,-70.0995,23.34,66,100,5.66,US,1691444731
390,kwekwe,-18.9281,29.8149,13.57,49,36,2.77,ZW,1691444878
391,chachersk,52.9164,30.9179,15.95,94,48,4.85,BY,1691444878
392,tadine,-21.55,167.8833,20.6,69,3,4.22,NC,1691444878
393,villamontes,-21.25,-63.5,24.03,36,0,3.1,BO,1691444878
394,caucel,21.0167,-89.7167,36.14,57,29,6.71,MX,1691444878
395,antofagasta,-23.65,-70.4,17.6,81,45,4.12,CL,1691444810
396,saynshand,44.8824,110.1163,19.88,66,12,5.55,MN,1691444879
397,mwinilunga,-11.7358,24.4293,16.48,46,9,1.85,ZM,1691444879
398,laguna larga,-31.7765,-63.801,11.89,28,52,3.08,AR,1691444879
399,liwale,-9.7667,37.9333,19.22,81,21,1.24,TZ,1691444879
400,dryden,49.7833,-92.7503,23.16,49,100,4.12,CA,1691444764
401,cuito,-12.3833,16.9333,14.56,34,0,0.56,AO,1691444879
402,kulunda,52.566,78.9385,16.32,49,1,1.15,RU,1691444879
403,argo,37.6333,22.7333,25.99,62,0,2.47,GR,1691444879
404,zouerate,22.7187,-12.4521,31.31,21,3,4.39,MR,1691444880
405,santanyi,39.3546,3.1291,24.79,62,0,3.21,ES,1691444880
406,karratha,-20.7377,116.8463,19.95,54,2,4.26,AU,1691444880
407,soio,-6.1349,12.3689,21.5,90,70,3.52,AO,1691444880
408,kulhudhuffushi,6.6221,73.07,27.46,79,99,6.32,MV,1691444880
409,tadmur,34.5608,38.2805,26.89,42,0,7.42,SY,1691444682
410,mhamid,29.82,-5.72,37.56,10,41,1.82,MA,1691444880
411,chengde,40.9725,117.9361,21.58,91,96,0.35,CN,1691444683
412,rio preto da eva,-2.6994,-59.6997,33.62,32,74,1.71,BR,1691444881
413,maloye ganyushkino,46.6,49.2667,30.13,33,0,3.04,KZ,1691444881
414,kismayo,-0.3582,42.5454,24.22,83,36,7.34,SO,1691444881
415,tucuma,-0.1833,-50.05,27.03,79,95,4.38,BR,1691444881
416,bruchhausen-vilsen,52.8333,9.0,14.05,82,13,7.37,DE,1691444881
417,trondheim,63.4305,10.3951,13.84,97,100,0.49,NO,1691444866
418,medina,24.4686,39.6142,35.24,10,0,2.57,SA,1691444882
419,ola,59.5833,151.2833,12.86,49,48,5.51,RU,1691444882
420,dazhong,33.1997,120.4578,23.55,88,23,2.33,CN,1691444882
421,chust,41.0094,71.2287,21.66,45,19,3.71,UZ,1691444883
422,smithers,54.7804,-127.1743,26.18,36,75,5.14,CA,1691444883
423,vydrino,51.485,104.8461,12.64,98,94,1.85,RU,1691444883
424,dourados,-22.2211,-54.8056,27.49,35,0,2.03,BR,1691444883
425,ipameri,-17.7219,-48.1597,23.54,29,0,0.89,BR,1691444884
426,coron,11.9986,120.2043,26.91,84,86,4.77,PH,1691444884
427,kolonia town,6.964,158.206,28.06,100,100,1.54,FM,1691444884
428,aars,56.804,9.5144,13.77,80,99,15.09,DK,1691444884
429,bengkulu,-3.8004,102.2655,23.28,92,36,2.16,ID,1691444885
430,ulanhot,46.0833,122.0833,15.31,91,93,2.24,CN,1691444885
431,crossett,33.1282,-91.9612,29.99,77,95,2.22,US,1691444885
432,vytegra,61.0064,36.4481,21.6,83,0,4.3,RU,1691444885
433,kalkaman,51.9525,76.0211,18.81,49,3,3.65,KZ,1691444886
434,ponnani,10.767,75.9252,25.62,87,100,2.79,IN,1691444886
435,nambour,-26.6333,152.95,15.48,91,41,0.45,AU,1691444886
436,huarmey,-10.0681,-78.1522,21.27,73,4,4.6,PE,1691444886
437,luganville,-15.5333,167.1667,23.09,90,100,4.08,VU,1691444886
438,fengcheng,40.4536,124.0717,21.13,88,60,1.44,CN,1691444886
439,chibougamau,49.9168,-74.3659,21.79,56,75,1.54,CA,1691444887
440,urazovo,50.0836,38.0395,21.23,73,1,4.28,RU,1691444887
441,pacific grove,36.6177,-121.9166,28.14,84,0,7.72,US,1691444887
442,tanout,14.9709,8.8879,25.08,72,100,6.29,NE,1691444887
443,cooma,-36.2333,149.1333,2.7,86,4,0.45,AU,1691444888
444,gracemere,-23.4333,150.45,15.95,77,0,2.57,AU,1691444888
445,libreville,0.3925,9.4537,25.01,83,20,3.09,GA,1691444683
446,nuuk,64.1835,-51.7216,6.34,87,20,2.68,GL,1691444888
447,arteche,12.2645,125.4048,26.89,83,11,3.32,PH,1691444888
448,sharqpur sharif,31.4633,74.1,29.07,61,32,1.07,PK,1691444889
449,i-n-salah,27.1935,2.4607,35.71,13,0,5.31,DZ,1691444889
450,cockburn town,21.4612,-71.1419,28.88,87,6,8.89,TC,1691444889
451,wakkanai,45.4094,141.6739,17.83,91,100,4.02,JP,1691444889
452,sligo,54.2697,-8.4694,12.56,83,92,1.59,IE,1691444890
453,arba minch,6.0333,37.55,19.84,66,56,1.76,ET,1691444890
454,guiuan,11.0333,125.7247,28.61,75,27,6.69,PH,1691444890
455,kaka,37.3482,59.6143,28.04,25,25,2.03,TM,1691444891
456,shani,10.2162,12.062,24.07,89,56,1.85,NG,1691444891
457,luanda,-8.8368,13.2343,21.0,88,0,3.09,AO,1691444625
458,neelankarai,12.9455,80.2575,29.46,84,40,4.12,IN,1691444891
459,cambridge,43.3601,-80.3127,23.34,82,100,5.14,CA,1691444641
460,pemalang,-6.9,109.3667,23.74,80,8,2.18,ID,1691444892
461,kerikeri,-35.2268,173.9474,11.06,94,100,0.45,NZ,1691444892
462,leshan,29.5623,103.7639,23.64,95,16,0.44,CN,1691444893
463,grand falls-windsor,48.9332,-55.6649,14.17,88,83,1.34,CA,1691444893
464,antonio enes,-16.2325,39.9086,22.17,78,0,4.6,MZ,1691444893
465,ambon,-3.6954,128.1814,26.6,95,47,7.11,ID,1691444893
466,dodola,6.9833,39.1833,11.44,92,66,1.51,ET,1691444893
467,takaungu,-3.6837,39.8566,23.27,82,2,6.72,KE,1691444894
468,sampit,-2.5333,112.95,21.97,97,99,1.23,ID,1691444894
469,karaton,-6.3424,106.1045,22.17,94,30,0.44,ID,1691444894
470,kondoa,-4.9,35.7833,13.2,84,0,1.52,TZ,1691444894
471,gatesville,31.4352,-97.7439,41.31,24,0,3.09,US,1691444894
472,el nido,11.1858,119.3956,28.03,80,61,7.03,PH,1691444895
473,mjolby,58.326,15.1237,15.84,95,92,3.12,SE,1691444895
474,takoradi,4.8845,-1.7554,24.24,89,8,3.93,GH,1691444666
475,fisterra,42.9049,-9.2629,22.08,72,0,7.33,ES,1691444895
476,kirakira,-10.4544,161.9205,25.38,89,100,3.24,SB,1691444896
477,jeremie,18.65,-74.1167,30.55,71,21,2.41,HT,1691444896
478,shizunai-furukawacho,42.3339,142.3669,20.54,95,100,5.12,JP,1691444864
479,colonie,42.7179,-73.8335,24.17,89,100,5.14,US,1691444718
480,ma'an,26.9775,110.7211,24.86,93,34,0.57,CN,1691444896
481,jackson,42.4165,-122.8345,32.64,32,0,2.57,US,1691444897
482,zaragoza,41.6561,-0.8773,26.0,30,0,2.06,ES,1691444597
483,glen carbon,38.7484,-89.9832,28.63,69,75,5.66,US,1691444716
484,lauro de freitas,-12.8944,-38.3272,26.01,78,40,5.14,BR,1691444897
485,el abiodh sidi cheikh,32.893,0.5484,30.86,12,1,2.03,DZ,1691444898
486,nanning,22.8167,108.3167,26.25,97,87,2.98,CN,1691444810
487,ulladulla,-35.35,150.4667,10.03,78,0,1.56,AU,1691444727
488,gadzhiyevo,69.2551,33.3362,14.76,70,95,4.31,RU,1691444898
489,ulety,51.3572,112.4849,13.49,78,88,0.29,RU,1691444898
490,griffith,41.5284,-87.4237,27.36,64,0,7.2,US,1691444898
491,piti village,13.4626,144.6933,27.95,89,40,1.54,GU,1691444898
492,susuman,62.7833,148.1667,5.34,64,94,1.41,RU,1691444898
493,talnakh,69.4865,88.3972,15.67,61,98,0.71,RU,1691444899
494,saskatoon,52.1168,-106.6345,25.99,34,75,2.57,CA,1691444315
495,moratuwa,6.773,79.8816,28.01,89,100,4.09,LK,1691444899
496,mumbwa,-14.9783,27.0619,16.26,58,24,2.12,ZM,1691444899
497,sinop,41.7711,34.8709,19.09,69,0,1.06,TR,1691444899
498,kupang,-10.1667,123.5833,22.81,74,4,5.21,ID,1691444899
499,guiglo,6.5456,-7.4966,21.99,98,100,1.35,CI,1691444900
500,youghal,51.95,-7.8506,14.56,100,100,2.79,IE,1691444900
501,tamanrasset,22.785,5.5228,29.95,21,20,2.06,DZ,1691444900
502,puerto el triunfo,13.2833,-88.55,37.48,65,100,2.78,SV,1691444900
503,paicandu,-23.4575,-52.0486,26.37,53,75,4.12,BR,1691444900
504,rudnya,54.947,31.0934,15.82,94,98,7.51,RU,1691444901
505,altai,46.3722,96.2583,15.96,38,38,1.78,MN,1691444901
506,vyalikaya byerastavitsa,53.196,24.0166,15.32,65,100,5.82,BY,1691444901
507,al artawiyah,26.5053,45.3444,31.28,12,0,4.27,SA,1691444901
508,katsuura,35.1333,140.3,27.21,86,100,3.67,JP,1691444902
509,nadi,-17.8,177.4167,25.0,78,20,2.06,FJ,1691444902
510,ponta delgada,37.7333,-25.6667,22.4,78,20,2.57,PT,1691444902
511,tazacorte,28.629,-17.9293,23.54,85,100,1.03,ES,1691444902
512,masaka,-0.3338,31.7341,19.43,53,7,0.8,UG,1691444902
513,port moresby,-9.4431,147.1797,19.68,94,20,1.54,PG,1691444902
514,merizo village,13.2658,144.6691,27.77,94,88,1.88,GU,1691444903
515,kristiansund,63.1115,7.732,12.03,93,75,3.6,NO,1691444903
516,saint-cyr-sur-loire,47.4,0.6667,15.14,72,0,0.0,FR,1691444903
517,krasnokamsk,58.0802,55.7541,17.09,92,0,2.21,RU,1691444903
518,mejit,10.2753,170.8646,28.1,79,79,9.08,MH,1691444903
519,conduaga,8.862,117.4893,26.58,86,5,2.75,PH,1691444904
520,pola de lena,43.1609,-5.8288,15.81,85,0,0.86,ES,1691444904
521,egbe,8.2167,5.5167,21.56,96,100,1.88,NG,1691444904
522,panaba,21.2833,-88.2667,34.05,53,42,7.48,MX,1691444904
523,malango,-2.9627,119.9001,17.7,98,32,0.56,ID,1691444904
524,coquimbo,-29.9533,-71.3436,14.85,82,100,3.09,CL,1691444904
525,buston,40.2342,69.6948,25.1,57,75,4.0,TJ,1691444905
526,paracuru,-3.41,-39.0306,27.28,82,88,7.6,BR,1691444897
527,redwood falls,44.5394,-95.1169,28.01,39,20,3.6,US,1691444905
528,biltine,14.5333,20.9167,26.23,73,100,0.91,TD,1691444905
529,ambodifotatra,-16.9833,49.85,22.89,74,61,3.26,MG,1691444905
530,acapulco de juarez,16.8634,-99.8901,31.9,66,20,4.12,MX,1691444660
531,callao,-12.0667,-77.15,21.16,68,100,3.09,PE,1691444906
532,lupane,-18.9315,27.807,13.38,46,65,2.11,ZW,1691444906
533,puerto gaitan,4.3133,-72.0816,30.44,66,70,2.29,CO,1691444906
534,ranchettes,41.2186,-104.7903,19.91,60,0,3.58,US,1691444906
535,midvagur,62.0511,-7.1939,10.46,81,100,4.12,FO,1691444906
536,san antonio de pale,-1.4014,5.6325,22.84,79,56,4.0,GQ,1691444907
537,vryburg,-26.9566,24.7284,8.76,30,0,2.52,ZA,1691444907
538,port-cartier,50.0334,-66.8654,19.86,59,100,1.91,CA,1691444907
539,kugesi,56.029,47.2925,18.81,72,20,2.0,RU,1691444907
540,elesbao veloso,-6.2019,-42.1403,32.71,27,46,4.37,BR,1691444907
541,sabang,5.8933,95.3214,27.24,79,100,9.38,ID,1691444907
542,juigne,47.7188,-0.3941,16.42,87,0,1.03,FR,1691444908
543,narasannapeta,18.4167,84.05,26.96,71,99,3.0,IN,1691444908
544,san julian,21.0167,-102.1667,27.3,34,2,1.81,MX,1691444908
545,alofi,-19.0595,-169.9187,24.94,88,75,4.63,NU,1691444908
546,kapuskasing,49.4169,-82.4331,25.05,50,75,4.12,CA,1691444909
547,illizi,26.4833,8.4667,36.89,14,4,2.59,DZ,1691444909
548,satana,20.5833,74.2,23.15,82,100,6.04,IN,1691444909
549,hopelchen,19.7667,-89.85,38.46,29,62,1.99,MX,1691444909
550,yarmouth,41.7057,-70.2286,24.23,70,100,3.09,US,1691444909
551,barcelona,41.3888,2.159,24.86,78,40,2.57,ES,1691444896
552,las trojes,14.0667,-85.9833,27.24,63,99,2.34,HN,1691444910
553,khorixas,-20.3667,14.9667,19.32,23,0,2.36,NA,1691444910
554,fortuna,40.5982,-124.1573,22.18,81,75,6.17,US,1691444910
555,beledweyne,4.7358,45.2036,24.65,67,100,9.38,SO,1691444910
556,labytnangi,66.6572,66.4183,15.61,93,1,1.17,RU,1691444910
557,khartsyz'k,48.0424,38.1473,24.33,39,0,2.83,UA,1691444910
558,csongrad,46.7133,20.1424,15.19,96,94,5.71,HU,1691444911
559,neryungri,56.6709,124.6491,17.56,70,100,1.1,RU,1691444911
560,goondiwindi,-28.55,150.3167,12.49,73,64,2.59,AU,1691444911
561,kumagunnam,13.1551,10.6342,26.51,72,95,3.34,NG,1691444911
562,gaiman,-43.2897,-65.4929,11.37,37,65,8.26,AR,1691444911
563,al burayqah,30.4062,19.5739,26.73,65,0,7.35,LY,1691444912
564,yung shue wan,22.2333,114.1167,29.76,84,70,5.43,HK,1691444912
565,sao jose da coroa grande,-8.8978,-35.1478,24.13,81,22,4.93,BR,1691444912
566,kourou,5.1552,-52.6478,28.03,83,40,3.63,GF,1691444912
567,puerto ayacucho,5.6639,-67.6236,28.81,80,48,1.34,VE,1691444913
568,saint-philippe,-21.3585,55.7679,21.77,78,89,6.72,RE,1691444913
569,irshava,48.3167,23.0385,11.29,95,66,1.98,UA,1691444913
570,mount pearl,47.5166,-52.7813,16.64,93,100,8.75,CA,1691444913
571,puerto deseado,-47.7503,-65.8938,4.99,79,96,7.29,AR,1691444913
572,brandon,27.9378,-82.2859,35.6,67,40,3.09,US,1691444883
573,muscat,23.6139,58.5922,33.01,56,0,0.89,OM,1691444914
574,mbanza kongo,-6.267,14.2401,21.0,72,47,2.37,AO,1691444914
575,saint-claude,46.5,5.8333,11.77,89,100,1.92,FR,1691444915
576,tangalle,6.024,80.7911,26.09,86,100,5.32,LK,1691444915
577,songea,-10.6833,35.65,15.29,61,48,1.51,TZ,1691444915
578,playa del carmen,20.6274,-87.0799,34.01,79,40,5.14,MX,1691444630
579,belmonte,-15.8631,-38.8828,22.77,82,63,2.93,BR,1691444916
580,harlingen,26.1906,-97.6961,38.05,62,20,8.23,US,1691444916
581,caleta de carquin,-11.0925,-77.6267,20.17,74,11,4.24,PE,1691444916
582,suntar,62.1444,117.6319,17.67,67,23,1.49,RU,1691444916
583,cartagena,10.3997,-75.5144,31.79,74,40,3.6,CO,1691444916
584,assab,13.0092,42.7394,32.55,64,98,8.49,ER,1691444917
585,kapa'a,22.0752,-159.319,28.99,88,75,7.72,US,1691444917
586,shingu,33.7333,135.9833,26.69,94,100,6.01,JP,1691444917
587,bhamo,24.2667,97.2333,23.52,99,100,0.16,MM,1691444917
